1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
6179	-1.184465	2320.416775	0.554507	0.007845	2.8
6180	-1.187374	2320.362225	0.554520	0.011478	2.9
6181	-1.156463	2320.307284	0.554533	0.006827	2.8
6182	-1.125259	2321.306837	0.554296	0.007491	2.7
6183	-1.098388	2321.537571	0.554241	0.005170	2.8
6184	-1.170462	2321.958587	0.554142	0.009461	3.3
6185	-1.143501	2322.099294	0.554109	0.010125	2.9
6186	-1.119371	2322.044353	0.554122	0.005646	2.9
6187	-1.133905	2321.989414	0.554135	0.010097	2.8
6188	-1.131365	2322.988622	0.553898	0.005396	2.7
6189	-1.165964	2322.933709	0.553911	0.007288	2.9
6190	-1.098366	2322.878799	0.553924	0.007822	2.7
6191	-1.130922	2323.846823	0.553696	0.005190	2.8
6192	-1.160246	2323.792436	0.553708	0.006857	2.7
6193	-1.151518	2323.737726	0.553721	0.012935	2.8
6194	-1.134557	2324.719206	0.553490	0.006594	2.9
6195	-1.095556	2324.664266	0.553503	0.008018	2.9
6196	-1.108809	2325.508738	0.553303	0.006765	2.7
6197	-1.126515	2325.454065	0.553316	0.007366	2.8
6198	-1.135124	2325.400570	0.553329	0.005218	2.9
6199	-1.144693	2325.345885	0.553342	0.009178	2.8
6200	-1.124090	2326.336826	0.553108	0.008385	3.3
6201	-1.089701	2327.200391	0.552905	0.007574	2.8
6202	-1.124987	2328.199414	0.552670	0.006797	2.7
6203	-1.109604	2329.199336	0.552435	0.005923	2.8
6204	-1.138732	2329.151255	0.552446	0.008196	2.8
6205	-1.177531	2329.098256	0.552458	0.005323	2.9
6206	-1.134319	2329.045822	0.552471	0.007056	2.8
6207	-1.174863	2329.563360	0.552349	0.011127	2.7
6208	-1.137131	2329.511817	0.552361	0.007183	3.0
6209	-1.097049	2329.968071	0.552254	0.006358	2.8
6210	-1.122321	2329.923724	0.552264	0.005878	3.7
6211	-1.135248	2330.812935	0.552056	0.006763	3.0
6212	-1.141530	2330.814566	0.552055	0.006249	3.0
6213	-1.155062	2330.759786	0.552068	0.005228	2.8
6214	-1.187647	2330.729350	0.552075	0.004517	3.1
6215	-1.099101	2330.698909	0.552082	0.004361	2.8
6216	-1.100902	2330.824663	0.552053	0.013517	3.0
6217	-1.121134	2331.625736	0.551865	0.006083	3.3
6218	-1.163081	2331.580943	0.551875	0.006439	2.6
6219	-1.165454	2331.544880	0.551884	0.006091	2.8
6220	-1.161405	2331.612617	0.551868	0.008767	3.4
6221	-1.099441	2332.587089	0.551639	0.005000	3.0
6222	-1.158148	2333.581948	0.551406	0.009321	2.9
6223	-1.124844	2334.377465	0.551220	0.008983	2.9
6224	-1.110352	2334.326708	0.551232	0.005198	2.9
6225	-1.090083	2334.282871	0.551242	0.008396	3.1
6226	-1.115919	2335.252148	0.551015	0.007367	2.8
6227	-1.109348	2335.443949	0.550971	0.005817	2.8
6228	-1.137209	2336.062825	0.550826	0.005771	2.9
6229	-1.085404	2336.010692	0.550838	0.004533	2.9
6230	-1.104419	2336.557519	0.550710	0.004814	3.6
6231	-1.137227	2336.686914	0.550680	0.010185	3.1
6232	-1.108972	2336.729598	0.550670	0.007810	2.8
6233	-1.155757	2336.674658	0.550683	0.007193	2.9
6234	-1.111577	2336.619717	0.550696	0.008531	3.2
6235	-1.123270	2336.564791	0.550709	0.009487	2.8
6236	-1.144017	2336.509850	0.550722	0.009408	2.8
6237	-1.128480	2336.454926	0.550734	0.004120	3.0
6238	-1.134021	2337.380919	0.550518	0.010843	2.8
6239	-1.063260	2337.325987	0.550531	0.010718	3.1
6240	-1.102302	2338.325987	0.550298	0.005916	2.9
6241	-1.114401	2339.322518	0.550065	0.012017	2.8
6242	-1.135881	2339.787438	0.549957	0.009196	2.8
6243	-1.097338	2340.787438	0.549724	0.005567	2.8
6244	-1.155727	2340.732709	0.549737	0.007789	2.9
6245	-1.195985	2340.680465	0.549749	0.006754	3.5
6246	-1.112377	2340.625620	0.549762	0.009798	2.9
6247	-1.145398	2340.591244	0.549770	0.007857	2.8
6248	-1.108766	2341.172591	0.549634	0.009065	2.8
6249	-1.150742	2342.158304	0.549405	0.006609	2.9
6250	-1.169431	2342.103374	0.549418	0.010660	2.9
6251	-1.141156	2342.048437	0.549431	0.008447	2.8
6252	-1.108027	2341.993496	0.549443	0.008065	2.9
6253	-1.141121	2341.938582	0.549456	0.008820	2.7
6254	-1.125489	2342.930685	0.549226	0.008317	2.7
6255	-1.149896	2343.930579	0.548993	0.011777	3.0
6256	-1.165103	2343.875638	0.549006	0.010867	2.8
6257	-1.151815	2344.875638	0.548774	0.008378	2.9
6258	-1.147674	2344.820697	0.548787	0.010137	2.8
6259	-1.145486	2344.765756	0.548800	0.007813	2.8
6260	-1.137510	2344.710815	0.548812	0.008006	2.8
6261	-1.196352	2345.710471	0.548581	0.010133	2.7
6262	-1.131302	2345.655557	0.548593	0.006360	2.9
6263	-1.137621	2345.600660	0.548606	0.008573	2.9
6264	-1.149970	2346.600396	0.548374	0.010378	3.0
6265	-1.099781	2346.545455	0.548387	0.006084	2.8
6266	-1.153380	2346.499048	0.548398	0.007666	2.9
6267	-1.147015	2347.247769	0.548224	0.008994	2.9
6268	-1.159330	2348.247684	0.547993	0.011925	3.3
6269	-1.125568	2348.927941	0.547836	0.005061	2.8
6270	-1.120557	2349.669712	0.547664	0.010514	3.1
6271	-1.167379	2350.030466	0.547581	0.007367	2.7
6272	-1.111932	2351.030464	0.547350	0.009527	2.8
6273	-1.168390	2352.030463	0.547120	0.008666	3.2
6274	-1.108949	2352.973423	0.546902	0.009483	3.2
6275	-1.114780	2352.919501	0.546915	0.009644	2.8
6276	-1.125462	2353.919501	0.546684	0.005223	3.0
6277	-1.082801	2353.961691	0.546675	0.007180	2.8
6278	-1.086566	2354.644759	0.546517	0.005580	3.7
6279	-1.125086	2355.562177	0.546307	0.008042	2.8
6280	-1.143669	2356.540457	0.546082	0.005923	2.7
6281	-1.142562	2356.487206	0.546094	0.009756	2.7
6282	-1.181294	2357.484041	0.545865	0.005099	3.0
6283	-1.154048	2358.275776	0.545683	0.008177	3.1
6284	-1.134448	2358.733541	0.545578	0.007502	2.9
6285	-1.144366	2359.480901	0.545407	0.006769	2.8
6286	-1.145589	2360.480610	0.545178	0.010490	3.0
6287	-1.149894	2361.222636	0.545008	0.005247	3.2
6288	-1.097756	2361.380321	0.544972	0.007616	3.2
6289	-1.132979	2361.366290	0.544976	0.008270	2.8
6290	-1.106489	2362.357511	0.544749	0.006157	3.0
6291	-1.161195	2362.363566	0.544748	0.006795	2.8
6292	-1.140065	2363.268970	0.544541	0.008366	3.0
6293	-1.168999	2363.214030	0.544553	0.010309	3.3
6294	-1.132983	2363.240681	0.544547	0.011954	2.9
6295	-1.120531	2363.185740	0.544560	0.006119	2.8
6296	-1.124961	2363.130800	0.544572	0.008980	3.0
6297	-1.124500	2363.096257	0.544580	0.008132	3.1
6298	-1.155860	2364.093171	0.544352	0.007264	3.2
6299	-1.140486	2364.726050	0.544208	0.007776	2.9
6300	-1.140625	2365.685506	0.543989	0.008075	2.8
6301	-1.117502	2365.655103	0.543996	0.008011	2.9
6302	-1.085940	2365.793597	0.543965	0.004913	2.8
6303	-1.150507	2365.739274	0.543977	0.004666	3.1
6304	-1.113763	2365.685013	0.543989	0.005892	2.9
6305	-1.153193	2365.635558	0.544001	0.008382	3.1
6306	-1.140553	2365.699435	0.543986	0.006516	3.1
6307	-1.097680	2365.797852	0.543964	0.006433	3.3
6308	-1.170982	2365.745697	0.543976	0.011593	3.1
6309	-1.128253	2366.732978	0.543751	0.005322	3.3
6310	-1.103736	2367.731257	0.543523	0.011298	3.2
6311	-1.153731	2367.679746	0.543535	0.008104	3.0
6312	-1.124058	2367.630913	0.543546	0.004747	3.2
6313	-1.148551	2368.623334	0.543321	0.008117	3.1
6314	-1.172173	2369.620533	0.543094	0.010011	3.0
6315	-1.123599	2370.620450	0.542867	0.005242	3.1
6316	-1.143352	2371.578529	0.542649	0.007506	3.2
6317	-1.114024	2372.379272	0.542468	0.007000	3.0
6318	-1.109274	2373.326113	0.542253	0.010722	3.2
6319	-1.139883	2373.285160	0.542263	0.008364	3.0
6320	-1.114428	2374.274228	0.542039	0.007549	3.1
6321	-1.141020	2375.204081	0.541828	0.011252	3.1
6322	-1.149543	2375.149162	0.541841	0.007856	3.2
6323	-1.172245	2376.149162	0.541615	0.006953	3.1
6324	-1.169518	2377.139210	0.541391	0.009790	3.1
6325	-1.126893	2378.132827	0.541167	0.006041	3.2
6326	-1.163594	2378.084799	0.541178	0.005995	3.6
6327	-1.098273	2378.032864	0.541189	0.008401	3.0
6328	-1.134994	2377.977956	0.541202	0.004786	3.2
6329	-1.090964	2377.926142	0.541214	0.007291	2.9
6330	-1.125506	2377.927783	0.541213	0.005950	2.9
6331	-1.122942	2378.645711	0.541051	0.008344	3.9
6332	-1.150911	2379.620841	0.540831	0.007944	3.3
6333	-1.144005	2379.565902	0.540844	0.015341	2.7
6334	-1.151619	2380.565902	0.540619	0.006899	3.1
6335	-1.154577	2380.513229	0.540631	0.005337	3.0
6336	-1.098507	2380.518259	0.540629	0.007844	3.3
6337	-1.118889	2380.818371	0.540562	0.012029	2.7
6338	-1.122962	2380.763444	0.540574	0.009953	2.6
6339	-1.128388	2381.756579	0.540351	0.007221	2.6
6340	-1.146275	2382.756228	0.540126	0.006282	3.0
6341	-1.113168	2383.755641	0.539902	0.011112	2.9
6342	-1.173008	2383.700832	0.539914	0.006884	3.0
6343	-1.122865	2383.751951	0.539902	0.006217	2.7
6344	-1.130147	2384.680829	0.539694	0.006992	2.8
6345	-1.134611	2385.509939	0.539508	0.007114	3.0
6346	-1.136496	2386.506423	0.539285	0.008354	3.0
6347	-1.128565	2386.531324	0.539279	0.005185	2.7
6348	-1.120379	2386.477395	0.539291	0.007712	2.9
6349	-1.160383	2386.494222	0.539287	0.007210	2.7
6350	-1.103235	2387.460242	0.539071	0.009202	3.1
6351	-1.109127	2388.371444	0.538867	0.005467	3.1
6352	-1.141941	2389.353387	0.538648	0.009324	2.8
6353	-1.167027	2389.298632	0.538660	0.007359	2.7
6354	-1.146929	2389.243692	0.538672	0.004117	2.8
6355	-1.153625	2389.213597	0.538679	0.008324	2.8
6356	-1.140035	2389.165185	0.538690	0.007599	2.8
6357	-1.112817	2389.111558	0.538702	0.007038	2.8
6358	-1.096895	2390.111487	0.538478	0.006886	2.6
6359	-1.118972	2390.056550	0.538491	0.008823	2.7
6360	-1.201973	2390.001614	0.538503	0.008905	2.7
6361	-1.146258	2391.001450	0.538280	0.009210	2.9
6362	-1.131342	2390.946509	0.538292	0.008385	3.0
6363	-1.103049	2391.592287	0.538148	0.009265	2.7
6364	-1.142527	2391.537398	0.538160	0.010548	2.8
6365	-1.125723	2391.482704	0.538172	0.005036	2.8
6366	-1.172121	2391.432737	0.538183	0.005842	2.8
6367	-1.150677	2391.389146	0.538193	0.006333	2.9
6368	-1.160727	2391.372013	0.538197	0.005108	2.7
6369	-1.108007	2391.317168	0.538209	0.007001	2.7
6370	-1.168025	2391.267360	0.538220	0.007141	2.9
6371	-1.135591	2392.251663	0.538001	0.007090	2.9
6372	-1.129688	2392.200537	0.538012	0.008626	2.9
6373	-1.140366	2393.166044	0.537797	0.007689	2.9
6374	-1.093961	2394.165934	0.537574	0.006104	2.6
6375	-1.093159	2394.111089	0.537587	0.009796	2.7
6376	-1.092068	2394.072573	0.537595	0.010833	2.9
6377	-1.183894	2394.017647	0.537607	0.006987	2.8
6378	-1.166396	2393.962706	0.537620	0.007472	2.9
6379	-1.093983	2393.907880	0.537632	0.008158	2.8
6380	-1.127046	2393.852953	0.537644	0.007389	3.0
6381	-1.095138	2393.798014	0.537656	0.012032	2.8
6382	-1.124458	2394.798014	0.537434	0.005618	2.8
6383	-1.106226	2394.758233	0.537443	0.008367	2.8
6384	-1.152687	2395.572733	0.537261	0.005906	2.7
6385	-1.159235	2395.517946	0.537274	0.012588	2.8
6386	-1.140369	2395.570601	0.537262	0.005107	2.9
6387	-1.099389	2395.515662	0.537274	0.006024	2.8
6388	-1.134942	2396.482631	0.537059	0.005354	2.9
6389	-1.118300	2397.163479	0.536908	0.008660	2.9
6390	-1.135548	2397.108733	0.536920	0.007099	2.8
6391	-1.168325	2397.860740	0.536753	0.006353	2.6
6392	-1.107399	2397.813132	0.536764	0.006520	2.9
6393	-1.149855	2397.798838	0.536767	0.017831	2.9
6394	-1.146631	2397.744083	0.536779	0.014025	2.7
6395	-1.146260	2397.689142	0.536791	0.006216	2.8
6396	-1.146277	2398.551905	0.536600	0.007023	2.8
6397	-1.141841	2398.498599	0.536612	0.004746	3.0
6398	-1.167696	2398.443906	0.536624	0.009633	2.8
6399	-1.126414	2398.391530	0.536635	0.010646	2.9
6400	-1.157501	2399.391438	0.536414	0.008739	2.8
6401	-1.103527	2399.336497	0.536426	0.008398	2.8
6402	-1.097117	2400.319376	0.536208	0.006424	2.7
6403	-1.105527	2400.264446	0.536220	0.004471	2.7
6404	-1.103987	2400.213676	0.536232	0.009292	3.2
6405	-1.143425	2401.212864	0.536010	0.009433	2.7
6406	-1.157020	2401.158125	0.536023	0.009582	2.7
6407	-1.143915	2401.103184	0.536035	0.008134	2.7
6408	-1.140462	2402.102821	0.535814	0.010002	2.9
6409	-1.089914	2402.047880	0.535826	0.007850	3.0
6410	-1.170825	2401.993134	0.535838	0.011886	2.9
6411	-1.116377	2401.938193	0.535850	0.010370	2.9
6412	-1.129283	2401.904861	0.535857	0.006971	2.9
6413	-1.146605	2402.152281	0.535803	0.005870	3.0
6414	-1.150830	2402.643160	0.535694	0.008258	3.6
6415	-1.143699	2402.592469	0.535705	0.006233	3.0
6416	-1.116734	2403.577190	0.535488	0.009048	2.7
6417	-1.121748	2403.522274	0.535500	0.008516	2.9
6418	-1.153501	2403.467397	0.535512	0.009494	2.7
6419	-1.155643	2403.865120	0.535424	0.008348	3.2
6420	-1.184396	2404.865050	0.535203	0.010120	3.2
6421	-1.142065	2405.865028	0.534983	0.008504	2.8
6422	-1.145279	2406.862182	0.534763	0.008519	3.0
6423	-1.140973	2407.858995	0.534544	0.008267	2.7
6424	-1.165032	2407.804054	0.534556	0.009144	2.6
6425	-1.178814	2407.749113	0.534568	0.010185	2.9
6426	-1.118251	2408.160949	0.534477	0.008079	2.9
6427	-1.145546	2409.160949	0.534257	0.007492	3.1
6428	-1.144786	2409.106041	0.534269	0.008668	2.9
6429	-1.103163	2409.051147	0.534281	0.007788	2.9
6430	-1.165372	2408.996208	0.534294	0.007544	2.9
6431	-1.145576	2409.436513	0.534197	0.007894	2.9
6432	-1.156636	2409.381578	0.534209	0.006036	2.9
6433	-1.148364	2409.475784	0.534188	0.015167	2.9
6434	-1.131550	2409.420843	0.534200	0.006971	2.7
6435	-1.124277	2410.420843	0.533981	0.011050	2.7
6436	-1.129704	2411.419595	0.533761	0.012222	2.9
6437	-1.174368	2411.364654	0.533773	0.008396	2.9
6438	-1.098175	2411.611936	0.533719	0.007846	2.9
6439	-1.172828	2411.557012	0.533731	0.008105	2.6
6440	-1.147810	2412.554442	0.533512	0.007960	3.3
6441	-1.143895	2413.523316	0.533300	0.011790	2.9
6442	-1.115733	2414.508728	0.533084	0.008127	2.7
6443	-1.148746	2415.508728	0.532865	0.006787	3.1
6444	-1.127036	2415.736153	0.532816	0.008897	2.9
6445	-1.150376	2415.681212	0.532828	0.008869	2.8
6446	-1.112422	2415.864648	0.532788	0.010448	3.0
6447	-1.115726	2416.864190	0.532569	0.012682	2.9
6448	-1.146695	2417.864134	0.532351	0.009954	3.1
6449	-1.146620	2418.603012	0.532190	0.009002	2.8
6450	-1.132499	2419.603010	0.531972	0.017835	2.8
6451	-1.161390	2419.548069	0.531984	0.007886	2.7
6452	-1.167028	2420.531403	0.531769	0.008649	3.1
6453	-1.115153	2421.011553	0.531665	0.007664	3.1
6454	-1.136413	2420.956612	0.531677	0.005537	2.8
6455	-1.107464	2421.722221	0.531510	0.007842	2.7
6456	-1.095896	2421.698447	0.531515	0.006708	2.8
6457	-1.112144	2421.643544	0.531527	0.009886	2.9
6458	-1.135795	2422.526004	0.531335	0.012557	3.3
6459	-1.161875	2422.471063	0.531347	0.009048	2.6
6460	-1.163018	2422.416122	0.531359	0.011542	2.9
6461	-1.123790	2423.416119	0.531142	0.006703	2.9
6462	-1.118250	2424.416115	0.530925	0.007600	2.9
6463	-1.147336	2424.826728	0.530835	0.008563	3.6
6464	-1.120444	2424.792585	0.530843	0.008722	3.3
6465	-1.141349	2424.737644	0.530855	0.005330	2.7
6466	-1.124855	2425.068617	0.530783	0.007850	2.6
6467	-1.184508	2425.175016	0.530760	0.008848	2.9
6468	-1.125004	2426.153802	0.530548	0.013795	3.2
6469	-1.163744	2426.098861	0.530559	0.010646	2.7
6470	-1.139626	2426.043920	0.530571	0.008694	2.8
6471	-1.126008	2427.043920	0.530355	0.007337	2.7
6472	-1.111059	2427.006928	0.530363	0.008803	3.1
6473	-1.130715	2427.934620	0.530162	0.012197	2.9
6474	-1.144250	2427.879678	0.530174	0.010461	2.7
6475	-1.159018	2428.879678	0.529957	0.006746	2.7
6476	-1.106954	2428.824739	0.529969	0.005287	2.8
6477	-1.121671	2428.775433	0.529980	0.007947	2.8
6478	-1.156498	2429.676364	0.529785	0.009361	3.1
6479	-1.175148	2429.950516	0.529726	0.011927	2.9
6480	-1.103870	2429.895575	0.529738	0.011448	2.8
6481	-1.173001	2429.840634	0.529749	0.012110	2.8
6482	-1.093191	2429.785693	0.529761	0.011858	2.8
6483	-1.115431	2429.730752	0.529773	0.009023	2.9
6484	-1.123520	2429.741588	0.529771	0.006949	3.0
6485	-1.136902	2429.687390	0.529783	0.010678	2.7
6486	-1.142064	2429.636705	0.529793	0.005721	2.7
6487	-1.122473	2429.610660	0.529799	0.010489	2.9
6488	-1.122791	2430.340712	0.529641	0.005895	2.8
6489	-1.099423	2431.340585	0.529425	0.006278	2.8
6490	-1.137968	2431.339722	0.529426	0.005947	2.8
6491	-1.122934	2431.304712	0.529433	0.006509	2.7
6492	-1.126776	2432.212916	0.529237	0.009908	2.7
6493	-1.106303	2432.157982	0.529249	0.010283	2.7
6494	-1.093784	2432.104860	0.529260	0.006622	3.0
6495	-1.159201	2432.049920	0.529272	0.009045	3.0
6496	-1.120176	2432.453208	0.529185	0.012701	2.9
6497	-1.131325	2432.398267	0.529197	0.004613	2.8
6498	-1.139099	2433.398142	0.528982	0.006847	3.1
6499	-1.112688	2433.596486	0.528939	0.008679	3.2
6500	-1.108188	2433.545498	0.528950	0.006608	3.0
6501	-1.115480	2433.491504	0.528961	0.005213	2.8
6502	-1.131193	2433.436596	0.528973	0.006560	2.9
6503	-1.107033	2433.381681	0.528985	0.006958	2.6
6504	-1.138899	2433.334838	0.528995	0.004948	3.0
6505	-1.107276	2433.282177	0.529007	0.008482	2.8
6506	-1.124409	2433.305579	0.529002	0.006521	2.7
6507	-1.132229	2434.003171	0.528851	0.007814	2.8
6508	-1.154635	2433.951591	0.528862	0.008469	2.7
6509	-1.124459	2433.896651	0.528874	0.007125	2.7
6510	-1.158584	2434.835819	0.528672	0.007522	2.9
6511	-1.075716	2435.835321	0.528457	0.010814	2.8
6512	-1.107330	2436.832566	0.528242	0.006088	3.0
6513	-1.156349	2436.777825	0.528254	0.004714	2.9
6514	-1.136932	2436.903683	0.528227	0.012567	2.8
6515	-1.154042	2436.848749	0.528239	0.005795	2.9
6516	-1.151272	2437.539534	0.528090	0.007175	3.0
6517	-1.147350	2438.505973	0.527883	0.009127	2.8
6518	-1.075304	2438.706729	0.527840	0.006828	3.0
6519	-1.110601	2438.657049	0.527851	0.006548	3.2
6520	-1.130290	2438.607645	0.527861	0.007677	2.9
6521	-1.146449	2439.467123	0.527677	0.009037	3.3
6522	-1.153455	2440.465996	0.527463	0.011515	2.7
6523	-1.170675	2441.465471	0.527249	0.006050	2.8
6524	-1.139788	2441.410578	0.527260	0.007602	2.9
6525	-1.214883	2442.251469	0.527080	0.005794	2.8
6526	-1.191203	2442.243924	0.527082	0.012505	2.6
6527	-1.142318	2442.320942	0.527065	0.006749	2.6
6528	-1.160991	2442.266001	0.527077	0.010176	3.0
6529	-1.097736	2442.211142	0.527089	0.008127	2.7
6530	-1.132728	2442.156201	0.527101	0.010487	2.8
6531	-1.180957	2442.101260	0.527112	0.012954	2.7
6532	-1.127787	2443.101260	0.526899	0.008405	3.0
6533	-1.152431	2443.046319	0.526910	0.005036	2.7
6534	-1.148724	2444.017718	0.526703	0.009836	2.8
6535	-1.108183	2443.963286	0.526714	0.009634	3.1
6536	-1.151305	2444.963286	0.526501	0.008000	3.1
6537	-1.121143	2445.963022	0.526287	0.007883	2.9
6538	-1.119510	2446.959750	0.526075	0.006228	2.8
6539	-1.163856	2446.904969	0.526086	0.007091	3.0
6540	-1.142627	2447.515418	0.525956	0.009747	2.8
6541	-1.145556	2448.412519	0.525765	0.007195	2.9
6542	-1.143216	2448.367645	0.525775	0.004281	2.8
6543	-1.171232	2448.604662	0.525724	0.008769	2.7
6544	-1.118570	2448.842901	0.525674	0.012718	2.9
6545	-1.091077	2449.842898	0.525461	0.014719	2.9
6546	-1.156417	2449.787957	0.525473	0.007301	3.5
6547	-1.113301	2449.733016	0.525484	0.007100	2.8
6548	-1.161706	2449.707042	0.525490	0.004810	2.7
6549	-1.140655	2449.653308	0.525501	0.006938	2.8
6550	-1.159878	2449.689078	0.525494	0.007658	3.2
6551	-1.158733	2449.634614	0.525505	0.006578	2.7
6552	-1.124062	2449.579674	0.525517	0.006987	2.8
6553	-1.120047	2449.525126	0.525529	0.015461	3.0
6554	-1.087971	2450.525125	0.525316	0.012187	2.9
6555	-1.113823	2450.470184	0.525328	0.007602	2.7
6556	-1.152409	2450.415245	0.525339	0.005706	2.8
6557	-1.092332	2450.360730	0.525351	0.005075	2.9
6558	-1.063317	2450.306385	0.525362	0.009202	2.8
6559	-1.126172	2450.251450	0.525374	0.006618	2.8
6560	-1.107571	2450.196513	0.525386	0.013084	2.7
6561	-1.177978	2450.142323	0.525397	0.007985	3.0
6562	-1.139596	2450.087499	0.525409	0.006559	3.1
6563	-1.129455	2450.032577	0.525421	0.010295	2.8
6564	-1.144736	2451.032467	0.525208	0.008053	2.9
6565	-1.096042	2452.032467	0.524996	0.005718	2.7
6566	-1.142255	2452.886340	0.524814	0.007204	2.8
6567	-1.114138	2452.862108	0.524820	0.005512	2.9
6568	-1.117591	2453.202734	0.524747	0.007668	2.7
6569	-1.193305	2454.134992	0.524550	0.007374	3.0
6570	-1.072078	2455.134902	0.524338	0.011095	2.8
6571	-1.149931	2455.079961	0.524350	0.010434	2.7
6572	-1.130258	2455.025020	0.524361	0.006626	2.7
6573	-1.123497	2455.950232	0.524165	0.008084	2.8
6574	-1.110852	2456.940319	0.523956	0.010241	2.8
6575	-1.141004	2457.940312	0.523745	0.009489	2.9
6576	-1.114382	2457.885371	0.523756	0.008924	3.1
6577	-1.129862	2458.880461	0.523546	0.009719	3.4
6578	-1.101772	2458.825532	0.523558	0.012398	3.5
6579	-1.145439	2459.825532	0.523347	0.006534	2.8
6580	-1.148590	2459.770591	0.523358	0.012464	2.7
6581	-1.123808	2460.747564	0.523152	0.009190	2.9
6582	-1.138548	2460.692623	0.523164	0.012982	2.8
6583	-1.119945	2460.637682	0.523175	0.009044	2.9
6584	-1.141669	2460.582741	0.523187	0.005386	3.3
6585	-1.146499	2461.557690	0.522981	0.015690	2.7
6586	-1.094667	2462.231273	0.522839	0.005509	2.7
6587	-1.117191	2462.974046	0.522683	0.013402	3.3
6588	-1.152996	2463.973303	0.522473	0.012048	3.0
6589	-1.132961	2463.918362	0.522485	0.005926	2.9
6590	-1.170411	2463.863429	0.522496	0.007021	2.9
6591	-1.129199	2463.820775	0.522505	0.006779	3.2
6592	-1.151585	2464.820143	0.522295	0.008160	3.0
6593	-1.142989	2464.768045	0.522306	0.011387	2.8
6594	-1.109740	2465.767208	0.522096	0.013781	3.0
6595	-1.149573	2466.767206	0.521886	0.009316	2.8
6596	-1.174667	2467.767206	0.521677	0.006829	2.9
6597	-1.103049	2467.712276	0.521688	0.005965	2.9
6598	-1.166965	2468.669205	0.521487	0.012259	2.7
6599	-1.130817	2468.614264	0.521499	0.005030	3.0
6600	-1.114090	2468.559674	0.521510	0.008970	3.6
6601	-1.126212	2468.504896	0.521522	0.006726	2.9
6602	-1.128131	2468.451514	0.521533	0.007696	3.0
6603	-1.151136	2468.399828	0.521544	0.011266	3.0
6604	-1.128265	2469.351580	0.521345	0.009953	3.2
6605	-1.132771	2469.296639	0.521356	0.014093	2.9
6606	-1.114423	2470.296639	0.521147	0.009923	2.8
6607	-1.152198	2470.241698	0.521158	0.005997	2.7
6608	-1.122622	2470.186758	0.521170	0.005865	2.9
6609	-1.111115	2470.132618	0.521181	0.006767	3.0
6610	-1.141705	2470.349715	0.521136	0.005304	3.0
6611	-1.123801	2470.381313	0.521129	0.006561	2.7
6612	-1.146620	2470.341100	0.521138	0.011134	2.9
6613	-1.110379	2470.286171	0.521149	0.010829	3.0
6614	-1.165068	2471.286169	0.520940	0.009924	3.1
6615	-1.095191	2472.286023	0.520731	0.012276	2.8
6616	-1.144719	2473.286023	0.520522	0.009561	2.8
6617	-1.135360	2474.286023	0.520314	0.005593	2.8
6618	-1.155342	2474.235620	0.520324	0.011926	2.9
6619	-1.107076	2474.306792	0.520309	0.008484	3.1
6620	-1.171912	2474.251851	0.520321	0.007381	2.9
6621	-1.107285	2475.251436	0.520112	0.008325	2.9
6622	-1.132933	2475.311241	0.520100	0.012046	2.9
6623	-1.093009	2475.282614	0.520106	0.006228	2.9
6624	-1.134435	2475.227675	0.520117	0.005874	2.9
6625	-1.125740	2476.188065	0.519917	0.010289	3.5
6626	-1.136321	2477.126144	0.519722	0.008278	2.9
6627	-1.104039	2478.126144	0.519514	0.005806	2.9
6628	-1.131228	2478.071715	0.519525	0.007695	3.1
6629	-1.133635	2478.066476	0.519527	0.009016	3.1
6630	-1.084512	2478.165825	0.519506	0.004287	2.8
6631	-1.145190	2478.161615	0.519507	0.009617	2.8
6632	-1.162926	2478.118728	0.519516	0.008519	2.9
6633	-1.130538	2478.063805	0.519527	0.008371	2.7
6634	-1.137281	2478.008878	0.519539	0.008618	2.9
6635	-1.133996	2479.008844	0.519331	0.009224	3.0
6636	-1.164641	2478.953903	0.519342	0.006569	2.8
6637	-1.122198	2478.899095	0.519354	0.008660	2.7
6638	-1.116945	2479.845747	0.519157	0.009316	2.8
6639	-1.119030	2479.791338	0.519168	0.005358	2.8
6640	-1.156977	2479.769023	0.519173	0.006099	2.8
6641	-1.116246	2479.717391	0.519184	0.008650	2.7
6642	-1.137751	2479.663017	0.519195	0.010934	2.9
6643	-1.107832	2480.660245	0.518988	0.006515	3.1
6644	-1.120047	2481.657270	0.518781	0.006563	2.9
6645	-1.126347	2482.320533	0.518644	0.009679	3.1
6646	-1.132675	2482.265595	0.518655	0.009090	2.8
6647	-1.131323	2483.256430	0.518450	0.009191	2.7
6648	-1.136993	2483.202591	0.518461	0.008303	2.9
6649	-1.132824	2483.147650	0.518472	0.004665	2.8
6650	-1.154917	2483.155980	0.518471	0.004772	3.3
6651	-1.158194	2483.258487	0.518449	0.009447	2.8
6652	-1.106606	2483.431899	0.518414	0.009178	3.1
6653	-1.092534	2483.376958	0.518425	0.008818	3.6
6654	-1.129709	2483.322017	0.518436	0.010709	3.1
6655	-1.134516	2483.267076	0.518448	0.009891	2.8
6656	-1.105354	2483.212135	0.518459	0.010886	2.9
6657	-1.112514	2483.157194	0.518470	0.009261	2.7
6658	-1.149571	2484.157193	0.518263	0.011234	2.8
6659	-1.115522	2484.102252	0.518275	0.007375	3.0
