1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
2029	-1.146516	868.255805	1.460020	0.005460	2.7
2030	-1.113705	868.250240	1.460029	0.007795	2.9
2031	-1.131568	868.221170	1.460077	0.010400	2.8
2032	-1.173296	868.166673	1.460166	0.007114	2.8
2033	-1.125062	869.166419	1.458527	0.006221	2.9
2034	-1.132081	869.500831	1.457979	0.007235	3.7
2035	-1.150455	869.491865	1.457994	0.007578	3.0
2036	-1.148009	869.436932	1.458083	0.006424	2.8
2037	-1.152212	869.385473	1.458168	0.004631	2.7
2038	-1.147491	869.365746	1.458200	0.010838	2.7
2039	-1.134912	869.501939	1.457977	0.012365	2.9
2040	-1.118508	870.501939	1.456342	0.007363	2.9
2041	-1.176198	870.446998	1.456431	0.006623	2.7
2042	-1.112884	870.392068	1.456521	0.008121	2.9
2043	-1.144095	870.337224	1.456611	0.006720	2.8
2044	-1.138222	871.333442	1.454985	0.006447	2.6
2045	-1.112678	871.423715	1.454837	0.008370	2.7
2046	-1.151944	872.181738	1.453603	0.005857	2.7
2047	-1.193605	872.328636	1.453364	0.011635	3.2
2048	-1.156623	873.248233	1.451869	0.008084	3.2
2049	-1.177726	873.193291	1.451958	0.010822	2.7
2050	-1.106147	873.138350	1.452048	0.004137	2.9
2051	-1.143788	873.114319	1.452087	0.009063	3.0
2052	-1.128526	873.064413	1.452168	0.010806	3.0
2053	-1.150513	874.006786	1.450639	0.009534	2.9
2054	-1.162363	875.006073	1.449021	0.004964	2.8
2055	-1.157628	875.002266	1.449027	0.008137	2.8
2056	-1.110747	875.824380	1.447699	0.010601	2.8
2057	-1.123581	876.823799	1.446087	0.006175	3.0
2058	-1.096239	877.821671	1.444482	0.007316	2.8
2059	-1.126662	877.767282	1.444569	0.007705	2.9
2060	-1.145366	877.714859	1.444653	0.008506	3.2
2061	-1.156885	878.319290	1.443682	0.008427	2.9
2062	-1.094901	879.308264	1.442096	0.008602	2.9
2063	-1.156301	879.464898	1.441846	0.012870	2.6
2064	-1.113635	879.409959	1.441934	0.007036	2.8
2065	-1.159571	880.409782	1.440334	0.009156	2.8
2066	-1.133299	881.409758	1.438738	0.006447	3.2
2067	-1.191449	882.409738	1.437146	0.009047	3.0
2068	-1.127359	883.387984	1.435591	0.007232	3.1
2069	-1.095647	883.333047	1.435678	0.010392	2.8
2070	-1.098756	884.327218	1.434102	0.008482	3.1
2071	-1.146716	884.424016	1.433948	0.007688	2.9
2072	-1.101761	884.578355	1.433704	0.005089	2.9
2073	-1.120108	884.523603	1.433791	0.007424	2.8
2074	-1.129662	884.468665	1.433878	0.006270	2.8
2075	-1.150625	884.413730	1.433965	0.008141	2.7
2076	-1.135886	884.359798	1.434050	0.007522	2.8
2077	-1.113200	884.304926	1.434137	0.008651	2.9
2078	-1.136344	884.249985	1.434224	0.010070	3.7
2079	-1.154849	884.195126	1.434311	0.007975	2.9
2080	-1.113407	884.140237	1.434398	0.013981	2.9
2081	-1.166875	885.140237	1.432815	0.005583	2.8
2082	-1.053462	886.131102	1.431250	0.007940	3.1
2083	-1.079243	887.114258	1.429700	0.005569	2.9
2084	-1.160019	887.583200	1.428963	0.005490	2.8
2085	-1.073799	887.530854	1.429045	0.007164	3.0
2086	-1.156516	887.500757	1.429092	0.009556	2.7
2087	-1.130046	888.492214	1.427534	0.004457	3.0
2088	-1.158181	889.375916	1.426149	0.010994	2.9
2089	-1.104593	889.637307	1.425739	0.009452	2.9
2090	-1.168186	890.637307	1.424175	0.012856	2.7
2091	-1.137167	891.637307	1.422615	0.010880	2.9
2092	-1.110176	891.582366	1.422700	0.008165	2.8
2093	-1.138061	892.582365	1.421143	0.006811	3.1
2094	-1.154248	892.527801	1.421228	0.008677	2.9
2095	-1.151066	892.475439	1.421310	0.013596	2.7
2096	-1.156658	893.475439	1.419755	0.011361	3.0
2097	-1.118823	894.475439	1.418204	0.006182	2.8
2098	-1.140876	894.429525	1.418276	0.008975	2.8
2099	-1.146899	894.380716	1.418351	0.011210	3.0
2100	-1.132783	894.325775	1.418436	0.006137	2.7
2101	-1.139966	894.270952	1.418521	0.008438	2.8
2102	-1.143916	894.216014	1.418606	0.006983	2.8
2103	-1.096506	895.215987	1.417058	0.005478	2.9
2104	-1.142112	895.742581	1.416244	0.009094	2.9
2105	-1.115414	896.675543	1.414804	0.009012	2.9
2106	-1.107618	897.674352	1.413266	0.005825	2.9
2107	-1.096622	897.651208	1.413302	0.006341	2.7
2108	-1.103246	897.596438	1.413386	0.010921	3.2
2109	-1.101377	898.588195	1.411862	0.008221	2.8
2110	-1.171703	898.533254	1.411946	0.007663	2.8
2111	-1.075541	899.532773	1.410413	0.006703	3.2
2112	-1.161328	899.478188	1.410497	0.014183	2.9
2113	-1.161369	899.424656	1.410579	0.007254	2.8
2114	-1.196097	900.423380	1.409050	0.007937	2.7
2115	-1.152105	900.518173	1.408905	0.007443	2.7
2116	-1.099686	901.518070	1.407378	0.007277	3.2
2117	-1.120880	901.492975	1.407416	0.007718	2.7
2118	-1.174334	902.012797	1.406623	0.012037	2.8
2119	-1.103412	903.012379	1.405102	0.009004	2.7
2120	-1.112747	904.012349	1.403583	0.006271	2.7
2121	-1.150016	904.811432	1.402371	0.016397	2.7
2122	-1.144221	905.811430	1.400858	0.009096	2.9
2123	-1.105607	906.811430	1.399348	0.006113	2.8
2124	-1.147535	906.756508	1.399431	0.006995	4.0
2125	-1.135372	907.742320	1.397946	0.005303	2.9
2126	-1.137238	907.687395	1.398028	0.007689	3.1
2127	-1.164964	908.426575	1.396917	0.008650	3.4
2128	-1.175566	908.376222	1.396992	0.009074	3.4
2129	-1.075524	908.321882	1.397074	0.010330	2.6
2130	-1.119569	909.321882	1.395572	0.006031	2.6
2131	-1.133273	909.267070	1.395654	0.005202	3.0
2132	-1.122841	909.213779	1.395734	0.009046	2.8
2133	-1.148495	909.177267	1.395789	0.007561	3.0
2134	-1.159965	909.959638	1.394616	0.006068	3.3
2135	-1.128597	910.150997	1.394330	0.010327	2.8
2136	-1.146627	911.051808	1.392982	0.008228	2.8
2137	-1.141169	912.029104	1.391523	0.008183	2.7
2138	-1.141711	913.027021	1.390036	0.010151	2.9
2139	-1.125559	914.007701	1.388578	0.004581	2.9
2140	-1.156096	914.171195	1.388335	0.005215	3.1
2141	-1.126518	914.142242	1.388378	0.006446	2.9
2142	-1.144746	914.087730	1.388459	0.006485	3.2
2143	-1.113835	914.149438	1.388368	0.007974	2.9
2144	-1.116083	914.094500	1.388449	0.009079	3.1
2145	-1.142634	914.260242	1.388203	0.008272	2.7
2146	-1.114384	914.209253	1.388279	0.004851	2.7
2147	-1.115720	914.249462	1.388219	0.008999	2.8
2148	-1.123335	914.825144	1.387365	0.005423	2.8
2149	-1.167343	915.756820	1.385985	0.009037	2.8
2150	-1.118388	915.705641	1.386061	0.006983	2.8
2151	-1.139702	915.650701	1.386143	0.006855	2.9
2152	-1.122854	915.619639	1.386188	0.008991	2.7
2153	-1.084219	916.619632	1.384710	0.007962	2.7
2154	-1.138862	917.619176	1.383236	0.006348	2.8
2155	-1.148379	917.902690	1.382818	0.008200	2.9
2156	-1.140177	917.849135	1.382897	0.006659	2.8
2157	-1.146937	917.795469	1.382976	0.007424	2.8
2158	-1.131868	918.759374	1.381557	0.006161	2.7
2159	-1.134256	918.704439	1.381638	0.010351	2.8
2160	-1.149065	919.704429	1.380169	0.009880	3.0
2161	-1.166455	919.649493	1.380250	0.005612	2.8
2162	-1.117482	919.788125	1.380047	0.005291	3.0
2163	-1.115017	920.148480	1.379518	0.007989	2.9
2164	-1.144590	920.979202	1.378302	0.013098	3.3
2165	-1.128435	921.979052	1.376840	0.007812	2.8
2166	-1.169573	922.726450	1.375750	0.010995	2.8
2167	-1.136822	923.726446	1.374293	0.008396	3.0
2168	-1.100870	923.671505	1.374373	0.007238	2.8
2169	-1.142231	924.648290	1.372954	0.006822	2.8
2170	-1.116960	924.731130	1.372833	0.011504	2.8
2171	-1.134022	924.716415	1.372855	0.009412	3.0
2172	-1.125183	925.716401	1.371405	0.009074	3.0
2173	-1.146088	926.073877	1.370887	0.006504	2.7
2174	-1.117981	927.073824	1.369441	0.006183	2.8
2175	-1.122612	927.019333	1.369520	0.007065	2.7
2176	-1.143203	927.977608	1.368137	0.009820	2.9
2177	-1.146966	928.974880	1.366701	0.009758	2.9
2178	-1.150915	928.919947	1.366780	0.011141	3.0
2179	-1.121116	929.919942	1.365342	0.010740	2.9
2180	-1.116596	930.919837	1.363908	0.005371	3.0
2181	-1.161870	930.864907	1.363987	0.008133	2.9
2182	-1.147163	931.777391	1.362681	0.009280	2.8
2183	-1.122643	931.722454	1.362759	0.005419	2.8
2184	-1.146808	931.667588	1.362838	0.008065	2.8
2185	-1.156561	931.894367	1.362513	0.010356	2.9
2186	-1.162393	931.839529	1.362592	0.009271	2.8
2187	-1.147675	932.836650	1.361167	0.008479	3.0
2188	-1.091070	933.830013	1.359751	0.007374	3.2
2189	-1.115193	934.213401	1.359206	0.008298	2.9
2190	-1.166452	935.196751	1.357808	0.007059	2.8
2191	-1.176361	935.143352	1.357884	0.006582	2.7
2192	-1.145877	935.091650	1.357957	0.006264	2.7
2193	-1.126771	935.155830	1.357866	0.009458	2.9
2194	-1.127713	935.929758	1.356768	0.006774	2.7
2195	-1.135985	935.874817	1.356846	0.007842	3.2
2196	-1.129620	936.207232	1.356374	0.005469	2.8
2197	-1.162304	936.188406	1.356401	0.008542	2.9
2198	-1.133934	936.135933	1.356475	0.006161	2.8
2199	-1.094125	936.080992	1.356553	0.007480	2.8
2200	-1.176024	937.047936	1.355184	0.009239	3.6
2201	-1.148280	936.992995	1.355262	0.009643	2.8
2202	-1.127258	937.992974	1.353849	0.009515	3.4
2203	-1.136000	938.983839	1.352451	0.005926	2.8
2204	-1.141005	938.932881	1.352523	0.010202	2.8
2205	-1.133590	939.930651	1.351119	0.008499	3.1
2206	-1.147161	940.598534	1.350180	0.006835	3.1
2207	-1.077021	941.545429	1.348852	0.012782	2.8
2208	-1.136821	941.490526	1.348929	0.006993	4.1
2209	-1.112947	942.490526	1.347529	0.008690	3.1
2210	-1.120921	942.435585	1.347606	0.006393	2.9
2211	-1.124273	942.553531	1.347441	0.005571	2.8
2212	-1.130306	943.052651	1.346743	0.005839	2.8
2213	-1.091577	943.407895	1.346247	0.005142	3.1
2214	-1.116741	943.378410	1.346288	0.005548	2.8
2215	-1.157450	944.368557	1.344907	0.016610	2.8
2216	-1.160648	944.313616	1.344984	0.008945	2.9
2217	-1.141995	944.258675	1.345061	0.010305	3.0
2218	-1.142848	945.258675	1.343669	0.008683	3.1
2219	-1.133233	946.258675	1.342279	0.006147	2.9
2220	-1.132188	946.410560	1.342069	0.013962	2.7
2221	-1.144186	946.355808	1.342145	0.004467	2.7
2222	-1.149007	946.301063	1.342221	0.008011	2.8
2223	-1.150425	946.246749	1.342296	0.007611	2.7
2224	-1.105383	946.191881	1.342372	0.010286	3.0
2225	-1.124241	946.136953	1.342448	0.006851	2.8
2226	-1.113070	946.144828	1.342437	0.007938	2.7
2227	-1.137343	947.139616	1.341058	0.009132	2.9
2228	-1.132042	947.084675	1.341134	0.005637	2.8
2229	-1.149755	947.029997	1.341210	0.009842	3.3
2230	-1.138932	947.045024	1.341189	0.013400	2.8
2231	-1.110344	948.030878	1.339825	0.016174	2.7
2232	-1.116965	949.030878	1.338443	0.008084	3.0
2233	-1.123655	949.488349	1.337812	0.016806	3.0
2234	-1.157743	950.488347	1.336435	0.007430	2.8
2235	-1.105232	950.635437	1.336233	0.010413	3.0
2236	-1.116522	950.580498	1.336309	0.006762	2.7
2237	-1.168816	951.524530	1.335011	0.008446	3.1
2238	-1.090016	952.499796	1.333674	0.008770	2.8
2239	-1.113191	952.444855	1.333749	0.006922	2.9
2240	-1.173952	953.284895	1.332599	0.008605	2.7
2241	-1.103083	953.780587	1.331922	0.007170	3.0
2242	-1.115357	953.725877	1.331996	0.006871	2.8
2243	-1.149743	953.672127	1.332070	0.006582	2.8
2244	-1.145753	954.512186	1.330923	0.010478	2.8
2245	-1.078047	954.457245	1.330998	0.008792	3.0
2246	-1.122600	954.434133	1.331029	0.007391	2.8
2247	-1.123927	954.380665	1.331102	0.009377	3.0
2248	-1.158861	955.378708	1.329742	0.009576	2.9
2249	-1.205831	956.378708	1.328381	0.006068	2.9
2250	-1.115066	956.325166	1.328454	0.008372	2.9
2251	-1.101713	956.270233	1.328529	0.007046	2.9
2252	-1.124809	957.165623	1.327312	0.008719	2.8
2253	-1.159177	958.164434	1.325958	0.009580	2.9
2254	-1.124407	959.163424	1.324607	0.006793	3.1
2255	-1.130222	959.447065	1.324224	0.009186	3.3
2256	-1.178707	960.319817	1.323046	0.012075	3.0
2257	-1.086445	960.264876	1.323120	0.011248	2.8
2258	-1.127408	961.264876	1.321773	0.008370	3.2
2259	-1.088944	961.210105	1.321847	0.010512	3.0
2260	-1.120147	962.124092	1.320618	0.010432	2.7
2261	-1.087807	963.124092	1.319276	0.010592	2.6
2262	-1.171986	963.069151	1.319350	0.012207	2.9
2263	-1.095068	964.069148	1.318010	0.010949	2.8
2264	-1.135685	965.069110	1.316674	0.010153	3.0
2265	-1.146317	965.014168	1.316747	0.008689	3.1
2266	-1.162717	966.011222	1.315417	0.005746	2.7
2267	-1.170300	965.969640	1.315472	0.006067	3.4
2268	-1.115086	966.139377	1.315246	0.007999	2.8
2269	-1.162346	967.137215	1.313918	0.005297	2.9
2270	-1.115011	967.095148	1.313974	0.007838	2.9
2271	-1.140266	967.967397	1.312815	0.005630	2.7
2272	-1.118484	967.912566	1.312888	0.008028	2.7
2273	-1.138662	967.876366	1.312936	0.008338	2.9
2274	-1.141891	967.964066	1.312820	0.008644	2.9
2275	-1.163361	968.281572	1.312398	0.006953	3.1
2276	-1.096847	969.260988	1.311100	0.011823	2.8
2277	-1.158414	970.259239	1.309780	0.007864	3.0
2278	-1.141095	971.241369	1.308483	0.006934	2.8
2279	-1.072902	971.187902	1.308554	0.006442	2.8
2280	-1.121830	971.149842	1.308604	0.008164	3.2
2281	-1.132493	971.094901	1.308677	0.008881	2.8
2282	-1.098900	971.109476	1.308657	0.006009	3.0
2283	-1.146366	971.054655	1.308730	0.006347	2.8
2284	-1.119594	971.907996	1.307605	0.010242	2.9
2285	-1.138374	971.853086	1.307677	0.008762	3.2
2286	-1.081835	971.798168	1.307750	0.006086	2.9
2287	-1.098672	972.794681	1.306438	0.008025	2.9
2288	-1.138584	972.739740	1.306510	0.008218	3.0
2289	-1.103030	973.739735	1.305197	0.006287	2.7
2290	-1.077834	974.638208	1.304019	0.008013	2.9
2291	-1.115430	975.074678	1.303448	0.008697	2.6
2292	-1.167751	976.029312	1.302200	0.010980	2.7
2293	-1.098937	977.029312	1.300895	0.007382	2.9
2294	-1.137271	978.029312	1.299593	0.006104	2.8
2295	-1.152222	977.982967	1.299653	0.006638	2.8
2296	-1.135762	978.789128	1.298605	0.011209	2.9
2297	-1.146521	979.265410	1.297987	0.007083	2.8
2298	-1.118831	979.210654	1.298058	0.008127	2.8
2299	-1.118607	979.210897	1.298058	0.009050	2.8
2300	-1.108359	979.155956	1.298129	0.007541	2.8
2301	-1.138345	980.073698	1.296939	0.007827	3.0
2302	-1.084329	980.018835	1.297010	0.007139	2.9
2303	-1.096049	979.963895	1.297081	0.008286	3.2
2304	-1.156814	980.855125	1.295927	0.009313	2.8
2305	-1.163046	980.800184	1.295998	0.009755	2.9
2306	-1.100120	981.800178	1.294706	0.006512	2.9
2307	-1.108941	982.792940	1.293425	0.009477	3.2
2308	-1.159188	983.792937	1.292138	0.008472	2.8
2309	-1.178398	984.792936	1.290854	0.007560	2.9
2310	-1.139109	985.772529	1.289598	0.008251	2.7
2311	-1.100396	985.717592	1.289668	0.008207	3.0
2312	-1.100896	985.662706	1.289738	0.006092	2.9
2313	-1.136082	985.771947	1.289598	0.010401	2.8
2314	-1.185510	986.754709	1.288341	0.007872	2.7
2315	-1.121784	986.914035	1.288137	0.007662	2.8
2316	-1.158044	986.883900	1.288176	0.010497	2.9
2317	-1.088544	987.132332	1.287858	0.004306	2.8
2318	-1.105117	987.078914	1.287926	0.006068	3.0
2319	-1.154530	987.324683	1.287612	0.009425	2.8
2320	-1.159283	988.324599	1.286337	0.006313	2.9
2321	-1.133155	989.070372	1.285387	0.008626	3.7
2322	-1.125623	989.982850	1.284227	0.009393	3.3
2323	-1.113976	990.947474	1.283003	0.003991	3.1
2324	-1.090406	991.756911	1.281977	0.009343	3.1
2325	-1.135862	991.797275	1.281926	0.005927	3.3
2326	-1.139897	992.546577	1.280978	0.006070	3.3
2327	-1.138329	992.837268	1.280611	0.008150	3.1
2328	-1.112501	993.435266	1.279856	0.006589	3.0
2329	-1.118042	993.646222	1.279590	0.014543	3.0
2330	-1.131510	994.460694	1.278564	0.009631	3.3
2331	-1.129696	994.405753	1.278633	0.007387	3.0
2332	-1.116513	995.405312	1.277376	0.008827	3.2
2333	-1.118933	995.350371	1.277445	0.007943	3.1
2334	-1.134806	995.295430	1.277514	0.008816	3.4
2335	-1.110801	995.240491	1.277583	0.005529	3.4
2336	-1.145466	996.240409	1.276327	0.006267	3.3
2337	-1.153058	996.309602	1.276240	0.005717	3.5
2338	-1.172200	996.690694	1.275762	0.011087	3.2
2339	-1.116157	997.555756	1.274679	0.010438	3.1
2340	-1.110979	998.555756	1.273429	0.006845	3.2
2341	-1.169959	999.555720	1.272181	0.009846	3.2
2342	-1.150115	999.500779	1.272249	0.011554	3.3
2343	-1.154526	999.445838	1.272318	0.009348	3.1
2344	-1.118129	999.399952	1.272375	0.008177	3.2
2345	-1.114815	999.924325	1.271721	0.006169	3.1
2346	-1.136571	1000.907787	1.270498	0.013416	2.8
2347	-1.138871	1000.852846	1.270566	0.006824	2.7
2348	-1.166138	1001.664634	1.269557	0.009634	2.8
2349	-1.134625	1001.749745	1.269452	0.008453	2.8
2350	-1.130010	1002.749745	1.268212	0.006786	2.8
2351	-1.107206	1002.732634	1.268233	0.008425	2.8
2352	-1.115408	1003.188920	1.267668	0.009333	2.8
2353	-1.121913	1003.193869	1.267662	0.006041	2.9
2354	-1.091450	1003.138946	1.267730	0.006515	2.8
2355	-1.135361	1003.099492	1.267779	0.006403	3.0
2356	-1.119032	1003.044577	1.267847	0.007142	2.8
2357	-1.125372	1003.005146	1.267895	0.010746	2.7
2358	-1.136091	1003.267314	1.267571	0.008377	3.0
2359	-1.123362	1003.491369	1.267294	0.009869	3.0
2360	-1.152508	1004.491215	1.266058	0.008266	3.0
2361	-1.102290	1005.491215	1.264825	0.011089	2.8
2362	-1.128102	1005.436274	1.264892	0.008217	2.9
2363	-1.152029	1005.381334	1.264960	0.006930	2.7
2364	-1.116955	1005.348226	1.265001	0.010757	2.8
2365	-1.111592	1006.348064	1.263770	0.005448	2.8
2366	-1.122483	1006.293125	1.263837	0.005849	2.8
2367	-1.135727	1006.256653	1.263882	0.006376	2.8
2368	-1.198977	1006.323147	1.263800	0.010311	3.1
2369	-1.100912	1006.271414	1.263864	0.004923	2.9
2370	-1.138728	1006.216500	1.263932	0.009163	2.7
2371	-1.152348	1006.189104	1.263965	0.008270	2.7
2372	-1.143963	1006.134163	1.264033	0.008314	3.2
2373	-1.149891	1006.092401	1.264084	0.013702	3.5
2374	-1.127875	1007.092287	1.262855	0.007699	3.0
2375	-1.158992	1007.037348	1.262922	0.007825	2.7
2376	-1.153287	1008.026379	1.261709	0.012459	2.9
2377	-1.129593	1007.971438	1.261776	0.007576	3.0
2378	-1.175849	1008.971293	1.260551	0.004850	3.2
2379	-1.153357	1008.991122	1.260527	0.011434	2.8
2380	-1.121084	1009.009371	1.260504	0.007906	2.7
2381	-1.139737	1009.614312	1.259765	0.008149	2.9
2382	-1.134421	1010.592662	1.258570	0.006539	2.7
2383	-1.142545	1010.602222	1.258558	0.010026	2.8
2384	-1.118605	1010.547373	1.258625	0.005526	2.9
2385	-1.124539	1011.541873	1.257413	0.008377	3.0
2386	-1.139574	1012.509369	1.256236	0.011054	3.1
2387	-1.120759	1012.454428	1.256302	0.006334	2.9
2388	-1.104682	1013.275394	1.255305	0.008173	3.1
2389	-1.148591	1013.220457	1.255372	0.011096	3.0
2390	-1.126198	1014.220457	1.254159	0.008133	2.7
2391	-1.154212	1015.159749	1.253022	0.010546	3.3
2392	-1.150749	1016.159749	1.251814	0.005540	2.9
2393	-1.154247	1016.117998	1.251865	0.012596	2.9
2394	-1.163011	1017.116248	1.250661	0.007394	2.7
2395	-1.168797	1018.116241	1.249457	0.008245	3.1
2396	-1.156677	1018.063990	1.249520	0.006545	2.6
2397	-1.106094	1018.208057	1.249347	0.008665	2.8
2398	-1.129679	1018.818596	1.248613	0.010051	2.8
2399	-1.153347	1019.818595	1.247414	0.006958	2.9
2400	-1.163970	1019.763655	1.247480	0.005006	3.0
2401	-1.137482	1019.710122	1.247544	0.008644	2.8
2402	-1.095635	1020.693312	1.246366	0.009257	3.2
2403	-1.163922	1021.584596	1.245301	0.007787	2.8
2404	-1.156749	1022.483817	1.244228	0.007612	2.9
2405	-1.121463	1023.482395	1.243038	0.008793	2.9
2406	-1.184808	1024.471129	1.241862	0.007287	2.7
2407	-1.143048	1024.416188	1.241928	0.009737	2.9
2408	-1.135810	1025.407838	1.240751	0.009708	2.8
2409	-1.157098	1025.352897	1.240816	0.008318	2.7
2410	-1.109695	1025.507241	1.240633	0.009905	3.0
2411	-1.148007	1026.507048	1.239449	0.009373	2.8
2412	-1.118558	1027.507048	1.238267	0.007405	3.1
2413	-1.130850	1028.507047	1.237087	0.004111	2.6
2414	-1.180944	1028.471070	1.237129	0.008509	2.8
2415	-1.176661	1028.472683	1.237127	0.009066	2.8
2416	-1.114381	1028.417743	1.237192	0.005378	3.0
2417	-1.116095	1028.409672	1.237202	0.005961	3.1
2418	-1.112427	1028.354805	1.237266	0.009178	3.3
2419	-1.106285	1028.301341	1.237329	0.009240	2.8
2420	-1.088094	1029.301340	1.236151	0.005650	2.9
2421	-1.106576	1029.257835	1.236203	0.006250	2.9
2422	-1.098349	1029.680474	1.235705	0.008381	2.8
2423	-1.128330	1029.640380	1.235752	0.007957	2.8
2424	-1.131262	1029.586258	1.235816	0.006931	2.9
2425	-1.118650	1029.533774	1.235878	0.005701	2.9
2426	-1.143736	1030.416488	1.234840	0.005267	3.0
2427	-1.170971	1030.372147	1.234892	0.004958	2.9
2428	-1.177859	1030.614534	1.234608	0.003369	2.7
2429	-1.159734	1030.751441	1.234447	0.007622	2.9
2430	-1.105635	1030.732299	1.234469	0.007000	2.8
2431	-1.146426	1031.193789	1.233928	0.004168	3.0
2432	-1.122280	1032.167868	1.232787	0.007816	2.9
2433	-1.145282	1032.323183	1.232605	0.012284	2.9
2434	-1.123144	1033.323183	1.231436	0.014349	2.9
2435	-1.143704	1033.268242	1.231500	0.011266	2.9
2436	-1.128405	1034.268242	1.230333	0.015304	2.9
2437	-1.144830	1034.213301	1.230397	0.006466	2.9
2438	-1.178150	1034.158360	1.230461	0.005271	3.0
2439	-1.068177	1034.106451	1.230522	0.007617	2.7
2440	-1.115708	1034.353176	1.230234	0.005241	2.8
2441	-1.117781	1034.298252	1.230298	0.004503	2.8
2442	-1.160759	1034.271213	1.230330	0.008124	2.7
2443	-1.123955	1034.577385	1.229973	0.006149	3.0
2444	-1.176005	1034.522537	1.230037	0.006459	2.7
2445	-1.133274	1034.470200	1.230098	0.009811	2.8
2446	-1.145043	1035.469996	1.228933	0.009794	3.0
2447	-1.151946	1035.415055	1.228997	0.015103	2.9
2448	-1.161537	1036.413772	1.227837	0.007706	3.2
2449	-1.142353	1037.413772	1.226677	0.014469	2.7
2450	-1.128987	1038.413772	1.225519	0.010448	2.7
2451	-1.152337	1039.413772	1.224363	0.010322	2.8
2452	-1.152640	1039.418124	1.224358	0.004724	2.9
2453	-1.123049	1040.416523	1.223206	0.008303	3.4
2454	-1.157580	1040.363133	1.223268	0.005869	3.0
2455	-1.177656	1040.308304	1.223331	0.004655	2.8
2456	-1.177077	1040.255187	1.223392	0.005551	3.0
2457	-1.123054	1040.200459	1.223455	0.008307	2.7
2458	-1.115624	1040.153055	1.223510	0.005647	3.5
2459	-1.156214	1040.129610	1.223537	0.007051	2.8
2460	-1.104875	1040.076421	1.223598	0.008670	2.7
2461	-1.129799	1040.944772	1.222598	0.005104	2.7
2462	-1.161991	1041.295301	1.222194	0.009535	2.6
2463	-1.178195	1041.686228	1.221745	0.010207	3.3
2464	-1.140021	1041.631287	1.221808	0.006896	3.2
2465	-1.134108	1042.631287	1.220659	0.007939	2.7
